,75.00%,14.29%,4.76%,1.19%,4.76%,,,,,,,,,
COURSE TOTAL:,63,12,4,1,4,84,3.535,1,0,0,1,0,86,
,75.00%,14.29%,4.76%,1.19%,4.76%,,,,,,,,,
AERO-307-900,14,5,1,0,0,20,3.65,0,0,0,0,0,20,JACKSON S
,70.00%,25.00%,5.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-307-901,14,2,1,0,1,18,3.555,0,0,0,1,0,19,JACKSON S
,77.78%,11.11%,5.56%,0.00%,5.56%,,,,,,,,,
AERO-307-902,18,1,0,0,1,20,3.75,0,0,0,0,0,20,JACKSON S
,90.00%,5.00%,0.00%,0.00%,5.00%,,,,,,,,,
AERO-307-903,19,1,0,0,0,20,3.95,0,0,0,0,0,20,JACKSON S
,95.00%,5.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-307-904,10,3,0,0,1,14,3.5,0,0,0,0,0,14,JACKSON S
,71.43%,21.43%,0.00%,0.00%,7.14%,,,,,,,,,
AERO-307-905,1,3,1,0,0,5,3,0,0,0,1,0,6,JACKSON S
,20.00%,60.00%,20.00%,0.00%,0.00%,,,,,,,,,
AERO-307-906,10,3,0,1,1,15,3.333,0,0,0,0,0,15,JACKSON S
,66.67%,20.00%,0.00%,6.67%,6.67%,,,,,,,,,
COURSE TOTAL:,86,18,3,1,4,112,3.616,0,0,0,2,0,114,
,76.79%,16.07%,2.68%,0.89%,3.57%,,,,,,,,,
AERO-310-500,18,37,27,5,0,87,2.781,0,0,0,4,0,91,MAJJI M
,20.69%,42.53%,31.03%,5.75%,0.00%,,,,,,,,,
AERO-310-501,45,41,5,0,0,91,3.439,0,0,0,1,0,92,BHATTACHARYA R
,49.45%,45.05%,5.49%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,63,78,32,5,0,178,3.117,0,0,0,5,0,183,
,35.39%,43.82%,17.98%,2.81%,0.00%,,,,,,,,,
AERO-321-500,9,40,33,5,2,89,2.55,0,0,0,3,0,92,VALASEK J
,10.11%,44.94%,37.08%,5.62%,2.25%,,,,,,,,,
COURSE TOTAL:,9,40,33,5,2,89,2.55,0,0,0,3,0,92,
,10.11%,44.94%,37.08%,5.62%,2.25%,,,,,,,,,
AERO-351-501,15,18,15,3,0,51,2.882,0,0,0,0,0,51,KARPETIS A
,29.41%,35.29%,29.41%,5.88%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,15,18,15,3,0,51,2.882,0,0,0,0,0,51,
,29.41%,35.29%,29.41%,5.88%,0.00%,,,,,,,,,
AERO-401-931,45,3,0,0,0,48,3.937,0,0,0,0,0,48,SELVA VALERO D
,93.75%,6.25%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-401-932,75,2,0,0,0,77,3.974,0,0,0,0,0,77,SELVA VALERO D
,97.40%,2.60%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,120,5,0,0,0,125,3.96,0,0,0,0,0,125,
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-402-501,18,2,0,0,0,20,3.9,0,0,0,0,0,20,WORSHAM B
,90.00%,10.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-402-502,5,0,0,1,0,6,3.5,0,0,0,0,0,6,SELVA VALERO D
,83.33%,0.00%,0.00%,16.67%,0.00%,,,,,,,,,
COURSE TOTAL:,23,2,0,1,0,26,3.807,0,0,0,0,0,26,
,88.46%,7.69%,0.00%,3.85%,0.00%,,,,,,,,,
AERO-413-501,18,18,7,2,0,45,3.155,0,0,0,1,0,46,LE GRAVEREND J
,40.00%,40.00%,15.56%,4.44%,0.00%,,,,,,,,,
AERO-413-502,25,27,10,4,0,66,3.106,0,0,0,0,0,66,WONG Z
,37.88%,40.91%,15.15%,6.06%,0.00%,,,,,,,,,
COURSE TOTAL:,43,45,17,6,0,111,3.126,0,0,0,1,0,112,
,38.74%,40.54%,15.32%,5.41%,0.00%,,,,,,,,,
AERO-417-500,23,4,4,4,1,36,3.222,0,0,0,3,0,39,CIZMAS P
,63.89%,11.11%,11.11%,11.11%,2.78%,,,,,,,,,
COURSE TOTAL:,23,4,4,4,1,36,3.222,0,0,0,3,0,39,
,63.89%,11.11%,11.11%,11.11%,2.78%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-422-500,45,26,6,0,0,77,3.506,0,0,0,1,0,78,BHATTACHARYA R
,58.44%,33.77%,7.79%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,45,26,6,0,0,77,3.506,0,0,0,1,0,78,
,58.44%,33.77%,7.79%,0.00%,0.00%,,,,,,,,,
AERO-423-500,7,13,9,6,1,36,2.527,0,0,0,2,0,38,VADALI S
,19.44%,36.11%,25.00%,16.67%,2.78%,,,,,,,,,
AERO-423-501,7,19,10,1,0,37,2.864,0,0,0,1,0,38,VADALI S
,18.92%,51.35%,27.03%,2.70%,0.00%,,,,,,,,,
COURSE TOTAL:,14,32,19,7,1,73,2.698,0,0,0,3,0,76,
,19.18%,43.84%,26.03%,9.59%,1.37%,,,,,,,,,
AERO-426-500,89,0,1,0,0,90,3.977,0,0,0,1,0,91,CHAMITOFF G
,98.89%,0.00%,1.11%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,89,0,1,0,0,90,3.977,0,0,0,1,0,91,
,98.89%,0.00%,1.11%,0.00%,0.00%,,,,,,,,,
AERO-430-500,47,5,0,1,2,55,3.709,0,0,0,1,0,56,STROUBOULIS T
,85.45%,9.09%,0.00%,1.82%,3.64%,,,,,,,,,
COURSE TOTAL:,47,5,0,1,2,55,3.709,0,0,0,1,0,56,
,85.45%,9.09%,0.00%,1.82%,3.64%,,,,,,,,,
AERO-435-500,23,5,0,0,0,28,3.821,0,0,0,1,0,29,BOWERSOX R
,82.14%,17.86%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,23,5,0,0,0,28,3.821,0,0,0,1,0,29,
,82.14%,17.86%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-452-500,19,23,10,1,1,54,3.074,0,0,0,4,0,58,DONZIS D
,35.19%,42.59%,18.52%,1.85%,1.85%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,19,23,10,1,1,54,3.074,0,0,0,4,0,58,
,35.19%,42.59%,18.52%,1.85%,1.85%,,,,,,,,,
AERO-455-500,15,19,6,0,0,40,3.225,0,0,0,1,0,41,MOBLE B
,37.50%,47.50%,15.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,19,6,0,0,40,3.225,0,0,0,1,0,41,
,37.50%,47.50%,15.00%,0.00%,0.00%,,,,,,,,,
AERO-472-500,18,17,2,0,0,37,3.432,0,0,0,1,0,38,WHITE E
,48.65%,45.95%,5.41%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,18,17,2,0,0,37,3.432,0,0,0,1,0,38,
,48.65%,45.95%,5.41%,0.00%,0.00%,,,,,,,,,
AERO-485-511,6,0,0,0,0,6,4,0,0,0,0,0,6,STROUD H
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6,4,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-489-504,5,0,0,0,0,5,4,0,0,0,0,0,5,MAJJI M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5,4,0,0,0,0,0,5,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-491-530,8,0,0,0,0,8,4,0,0,0,1,0,9,BOWERSOX R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8,4,0,0,0,1,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-601-600,27,9,1,0,0,37,3.702,0,0,0,0,0,37,WHITE E
,72.97%,24.32%,2.70%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,27,9,1,0,0,37,3.702,0,0,0,0,0,37,
,72.97%,24.32%,2.70%,0.00%,0.00%,,,,,,,,,
AERO-603-600,13,21,0,1,0,35,3.314,0,0,0,2,0,37,BOYD J
,37.14%,60.00%,0.00%,2.86%,0.00%,,,,,,,,,
COURSE TOTAL:,13,21,0,1,0,35,3.314,0,0,0,2,0,37,
,37.14%,60.00%,0.00%,2.86%,0.00%,,,,,,,,,
AERO-622-600,24,9,13,1,1,48,3.125,0,0,0,4,0,52,DEMARS K
,50.00%,18.75%,27.08%,2.08%,2.08%,,,,,,,,,
AERO-622-700,1,5,3,0,1,10,2.5,0,0,0,0,0,10,DEMARS K
,10.00%,50.00%,30.00%,0.00%,10.00%,,,,,,,,,
COURSE TOTAL:,25,14,16,1,2,58,3.017,0,0,0,4,0,62,
,43.10%,24.14%,27.59%,1.72%,3.45%,,,,,,,,,
AERO-625-600,15,25,0,0,0,40,3.375,0,0,0,3,0,43,VALASEK J
,37.50%,62.50%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,25,0,0,0,40,3.375,0,0,0,3,0,43,
,37.50%,62.50%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-655-600,21,7,0,0,0,28,3.75,0,0,0,0,0,28,MOBLE B
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,21,7,0,0,0,28,3.75,0,0,0,0,0,28,
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-676-600,21,7,0,0,0,28,3.75,0,0,0,2,0,30,BOWERSOX R
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,21,7,0,0,0,28,3.75,0,0,0,2,0,30,
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-689-601,13,10,0,1,0,24,3.458,0,0,0,0,0,24,WHITTLE R
,54.17%,41.67%,0.00%,4.17%,0.00%,,,,,,,,,
AERO-689-602,7,8,0,0,0,15,3.466,0,0,0,0,0,15,CHAKRAVORTY S
,46.67%,53.33%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-689-603,2,3,0,0,0,5,3.4,0,0,0,0,0,5,MORTARI D
,40.00%,60.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-689-605,11,0,0,0,0,11,4,0,0,0,0,0,11,MAJJI M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-689-607,5,0,0,0,0,5,4,2,0,0,0,0,7,JAMESON A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,38,21,0,1,0,60,3.6,2,0,0,0,0,62,
,63.33%,35.00%,0.00%,1.67%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,1292,925,367,78,37,2699,3.24,5,0,0,90,0,2794,
,47.87%,34.27%,13.60%,2.89%,1.37%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,BIOMEDICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BMEN-153-900,40,9,2,0,0,51,3.745,0,0,0,0,0,51,CARRELL T
,78.43%,17.65%,3.92%,0.00%,0.00%,,,,,,,,,
BMEN-153-901,58,8,0,0,2,68,3.764,0,0,0,0,0,68,CARRELL T
,85.29%,11.76%,0.00%,0.00%,2.94%,,,,,,,,,
COURSE TOTAL:,98,17,2,0,2,119,3.756,0,0,0,0,0,119,
,82.35%,14.29%,1.68%,0.00%,1.68%,,,,,,,,,
BMEN-207-200,8,3,0,0,0,11,3.727,0,0,0,2,0,13,HANKS J
,72.73%,27.27%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-207-201,5,5,1,0,0,11,3.363,0,0,0,0,0,11,HANKS J
,45.45%,45.45%,9.09%,0.00%,0.00%,,,,,,,,,
BMEN-207-500,13,13,7,1,0,34,3.117,0,0,0,1,0,35,HANKS J
,38.24%,38.24%,20.59%,2.94%,0.00%,,,,,,,,,
BMEN-207-501,17,25,5,0,1,48,3.187,0,0,0,6,0,54,HANKS J
,35.42%,52.08%,10.42%,0.00%,2.08%,,,,,,,,,
BMEN-207-502,12,13,4,0,0,29,3.275,0,0,0,3,0,32,REYNOLDS J
,41.38%,44.83%,13.79%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,55,59,17,1,1,133,3.248,0,0,0,12,0,145,
,41.35%,44.36%,12.78%,0.75%,0.75%,,,,,,,,,
BMEN-253-501,34,11,0,0,0,45,3.755,0,0,0,0,0,45,MONTGOMERY W
,75.56%,24.44%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,34,11,0,0,0,45,3.755,0,0,0,0,0,45,
,75.56%,24.44%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-501,13,0,0,0,0,13,4,0,0,0,0,0,13,TOFIGHI ZAVAREH A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-502,23,0,0,0,0,23,4,0,0,0,0,0,23,TOFIGHI ZAVAREH A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,BIOMEDICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BMEN-305-503,22,0,0,0,0,22,4,0,0,0,0,0,22,TOFIGHI ZAVAREH A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-504,10,0,0,0,0,10,4,0,0,0,0,0,10,TOFIGHI ZAVAREH A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-505,6,0,0,0,0,6,4,0,0,0,0,0,6,TOFIGHI ZAVAREH A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-506,22,2,0,0,0,24,3.916,0,0,0,0,0,24,TOFIGHI ZAVAREH A
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-509,17,7,0,0,0,24,3.708,0,0,0,0,0,24,TOFIGHI ZAVAREH A
,70.83%,29.17%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-510,9,0,0,0,0,9,4,0,0,0,0,1,10,TOFIGHI ZAVAREH A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-511,12,0,0,0,0,12,4,0,0,0,0,0,12,TOFIGHI ZAVAREH A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-305-512,12,0,0,0,0,12,4,0,0,0,0,0,12,TOFIGHI ZAVAREH A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,146,9,0,0,0,155,3.941,0,0,0,0,1,156,
,94.19%,5.81%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-321-500,15,25,14,0,0,54,3.018,0,0,0,13,0,67,PEAK C
,27.78%,46.30%,25.93%,0.00%,0.00%,,,,,,,,,
BMEN-321-501,12,15,8,2,2,39,2.846,0,0,0,20,0,59,PEAK C
,30.77%,38.46%,20.51%,5.13%,5.13%,,,,,,,,,
COURSE TOTAL:,27,40,22,2,2,93,2.946,0,0,0,33,0,126,
,29.03%,43.01%,23.66%,2.15%,2.15%,,,,,,,,,
BMEN-341-200,5,0,0,0,0,5,4,0,0,0,0,0,5,HORN J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2022,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,BIOMEDICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BMEN-341-500,54,12,3,1,4,74,3.5,0,0,0,1,0,75,HORN J
,72.97%,16.22%,4.05%,1.35%,5.41%,,,,,,,,,
COURSE TOTAL:,59,12,3,1,4,79,3.531,0,0,0,1,0,80,
,74.68%,15.19%,3.80%,1.27%,5.06%,,,,,,,,,
BMEN-343-200,35,5,0,0,0,40,3.875,0,0,0,0,0,40,RAGHAVAN S
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
BMEN-343-500,28,30,10,3,0,71,3.169,0,0,0,1,0,72,GRUNLAN M
,39.44%,42.25%,14.08%,4.23%,0.00%,,,,,,,,,
BMEN-343-501,26,20,0,0,1,47,3.489,0,0,0,0,0,47,RAGHAVAN S
,55.32%,42.55%,0.00%,0.00%,2.13%,,,,,,,,,
COURSE TOTAL:,89,55,10,3,1,158,3.443,0,0,0,1,0,159,
,56.33%,34.81%,6.33%,1.90%,0.63%,,,,,,,,,
BMEN-350-200,7,1,0,0,0,8,3.875,0,0,0,0,0,8,GRAUL M
