,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2023,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
AERO-415-501,13,6,1,0,1,21,3.428,0,0,0,6,0,27,CIZMAS P
,61.90%,28.57%,4.76%,0.00%,4.76%,,,,,,,,,
COURSE TOTAL:,13,6,1,0,1,21,3.428,0,0,0,6,0,27,
,61.90%,28.57%,4.76%,0.00%,4.76%,,,,,,,,,
AERO-422-501,30,40,23,3,1,97,2.979,0,0,0,1,0,98,DEMARS K
,30.93%,41.24%,23.71%,3.09%,1.03%,,,,,,,,,
COURSE TOTAL:,30,40,23,3,1,97,2.979,0,0,0,1,0,98,
,30.93%,41.24%,23.71%,3.09%,1.03%,,,,,,,,,
AERO-423-500,31,30,19,5,0,85,3.023,0,0,0,8,0,93,MORTARI D
,36.47%,35.29%,22.35%,5.88%,0.00%,,,,,,,,,
COURSE TOTAL:,31,30,19,5,0,85,3.023,0,0,0,8,0,93,
,36.47%,35.29%,22.35%,5.88%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2023,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-430-500,46,12,10,1,0,69,3.492,0,0,0,1,0,70,STROUBOULIS T
,66.67%,17.39%,14.49%,1.45%,0.00%,,,,,,,,,
COURSE TOTAL:,46,12,10,1,0,69,3.492,0,0,0,1,0,70,
,66.67%,17.39%,14.49%,1.45%,0.00%,,,,,,,,,
AERO-451-500,45,17,3,0,0,65,3.646,0,0,0,0,0,65,CHAMITOFF G
,69.23%,26.15%,4.62%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,45,17,3,0,0,65,3.646,0,0,0,0,0,65,
,69.23%,26.15%,4.62%,0.00%,0.00%,,,,,,,,,
AERO-452-500,35,37,20,5,1,98,3.02,0,0,0,0,0,98,DONZIS D
,35.71%,37.76%,20.41%,5.10%,1.02%,,,,,,,,,
COURSE TOTAL:,35,37,20,5,1,98,3.02,0,0,0,0,0,98,
,35.71%,37.76%,20.41%,5.10%,1.02%,,,,,,,,,
AERO-489-500,22,2,0,0,0,24,3.916,0,0,0,0,0,24,DUNBAR B
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-489-501,12,10,1,0,0,23,3.478,0,0,0,0,0,23,CURRIE-GREGG N
,52.17%,43.48%,4.35%,0.00%,0.00%,,,,,,,,,
AERO-489-502,10,9,2,0,0,21,3.38,0,0,0,1,0,22,TROPINA A
,47.62%,42.86%,9.52%,0.00%,0.00%,,,,,,,,,
AERO-489-503,9,0,0,0,0,9,4,0,0,0,0,0,9,GUZMAN F
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,53,21,3,0,0,77,3.649,0,0,0,1,0,78,
,68.83%,27.27%,3.90%,0.00%,0.00%,,,,,,,,,
AERO-602-600,8,12,1,0,0,21,3.333,0,0,0,1,0,22,KARPETIS A
,38.10%,57.14%,4.76%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2023,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,8,12,1,0,0,21,3.333,0,0,0,1,0,22,
,38.10%,57.14%,4.76%,0.00%,0.00%,,,,,,,,,
AERO-604-601,8,8,3,1,0,20,3.15,0,0,0,0,0,20,HARTL D
,40.00%,40.00%,15.00%,5.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,8,3,1,0,20,3.15,0,0,0,0,0,20,
,40.00%,40.00%,15.00%,5.00%,0.00%,,,,,,,,,
AERO-607-601,30,0,0,0,0,30,4,0,0,0,0,0,30,DUNBAR B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-607-700,14,0,0,0,0,14,4,0,0,0,0,0,14,DUNBAR B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,44,0,0,0,0,44,4,0,0,0,0,0,44,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-615-601,7,1,0,0,0,8,3.875,0,0,0,0,0,8,CIZMAS P
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,1,0,0,0,8,3.875,0,0,0,0,0,8,
,87.50%,12.50%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-618-601,5,4,0,0,0,9,3.555,0,0,0,0,0,9,BOYD J
,55.56%,44.44%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,4,0,0,0,9,3.555,0,0,0,0,0,9,
,55.56%,44.44%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-623-600,7,5,9,0,0,21,2.904,1,0,0,2,0,24,VADALI S
,33.33%,23.81%,42.86%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,5,9,0,0,21,2.904,1,0,0,2,0,24,
,33.33%,23.81%,42.86%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2023,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-626-601,24,5,0,0,1,30,3.7,1,0,0,2,0,33,DEMARS K
,80.00%,16.67%,0.00%,0.00%,3.33%,,,,,,,,,
COURSE TOTAL:,24,5,0,0,1,30,3.7,1,0,0,2,0,33,
,80.00%,16.67%,0.00%,0.00%,3.33%,,,,,,,,,
AERO-632-601,25,0,0,0,0,25,4,0,0,0,1,0,26,BHATTACHARYA R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,25,0,0,0,0,25,4,0,0,0,1,0,26,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-633-600,8,0,0,0,0,8,4,0,0,0,0,0,8,MAJJI M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8,4,0,0,0,0,0,8,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-645-600,9,3,0,0,0,12,3.75,1,0,0,0,0,13,BENZERGA A
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,3,0,0,0,12,3.75,1,0,0,0,0,13,
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-651-600,23,8,1,0,0,32,3.687,0,0,0,0,0,32,CHAMITOFF G
,71.88%,25.00%,3.13%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,23,8,1,0,0,32,3.687,0,0,0,0,0,32,
,71.88%,25.00%,3.13%,0.00%,0.00%,,,,,,,,,
AERO-661-600,15,1,1,0,0,17,3.823,0,0,0,0,0,17,GUZMAN F
,88.24%,5.88%,5.88%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,1,1,0,0,17,3.823,0,0,0,0,0,17,
,88.24%,5.88%,5.88%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2023,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
AERO-689-600,5,5,0,1,0,11,3.272,0,0,0,0,0,11,CURRIE-GREGG N
,45.45%,45.45%,0.00%,9.09%,0.00%,,,,,,,,,
AERO-689-601,17,3,2,0,0,22,3.681,0,0,0,0,0,22,ALFRIEND K
,77.27%,13.64%,9.09%,0.00%,0.00%,,,,,,,,,
AERO-689-602,12,1,0,0,0,13,3.923,0,0,0,0,0,13,JACKSON S
,92.31%,7.69%,0.00%,0.00%,0.00%,,,,,,,,,
AERO-689-604,8,2,2,0,0,12,3.5,0,0,0,2,0,14,TROPINA A
,66.67%,16.67%,16.67%,0.00%,0.00%,,,,,,,,,
AERO-689-700,3,4,0,0,0,7,3.428,0,0,0,0,0,7,CURRIE-GREGG N
,42.86%,57.14%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,45,15,4,1,0,65,3.6,0,0,0,2,0,67,
,69.23%,23.08%,6.15%,1.54%,0.00%,,,,,,,,,
MEMA-646-600,13,0,0,0,0,13,4,0,0,0,0,0,13,STROUBOULIS T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,0,0,0,0,13,4,0,0,0,0,0,13,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2023,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,AEROSPACE ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,1251,752,431,87,35,2556,3.198,10,1,0,115,1,2683,
,48.94%,29.42%,16.86%,3.40%,1.37%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2023,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,BIOMEDICAL ENGINEERING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BMEN-153-900,27,6,1,1,0,35,3.685,1,0,0,0,0,36,CARRELL T
,77.14%,17.14%,2.86%,2.86%,0.00%,,,,,,,,,
COURSE TOTAL:,27,6,1,1,0,35,3.685,1,0,0,0,0,36,
,77.14%,17.14%,2.86%,2.86%,0.00%,,,,,,,,,
BMEN-207-500,11,10,4,3,1,29,2.931,0,0,0,0,0,29,REYNOLDS J
,37.93%,34.48%,13.79%,10.34%,3.45%,,,,,,,,,
COURSE TOTAL:,11,10,4,3,1,29,2.931,0,0,0,0,0,29,
,37.93%,34.48%,13.79%,10.34%,3.45%,,,,,,,,,
BMEN-211-200,23,11,1,0,0,35,3.628,0,0,0,3,0,38,HORN S
,65.71%,31.43%,2.86%,0.00%,0.00%,,,,,,,,,
BMEN-211-500,9,10,5,1,0,25,3.08,0,0,0,13,0,38,CARRELL T
,36.00%,40.00%,20.00%,4.00%,0.00%,,,,,,,,,
BMEN-211-501,19,15,5,2,0,41,3.243,0,0,0,24,0,65,HORN S
,46.34%,36.59%,12.20%,4.88%,0.00%,,,,,,,,,
BMEN-211-550,4,1,1,0,0,6,3.5,0,0,0,0,0,6,TER HOFSTEDE B
,66.67%,16.67%,16.67%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,55,37,12,3,0,107,3.345,0,0,0,40,0,147,
